>>> abydos (Linux - v0.2.1 - July 11, 2020) - IMAGE (http://snisurset.net/code/abydos/news.html)
Image format	MIME type(s)	Extension(s)	Supported by abydos	Supported by gdk-pixbuf	Supported by Deark	Supported by ImageMagick	Supported by FFmpeg
SOP: Note Sequencer by Lee Ho Bum (sopepos)
SQX: Herbulot AdLib System (HERAD) by Remi Herbulot
PLX: PALLADIX Sound System
VGM: Video Game Music 1.51 by Valley Bell (preliminary)
XAD: eXotic ADlib Format by Riven the Mage
XMS: XMS-Tracker by MaDoKaN/E.S.G
XSM: eXtra Simple Music by Davey W Taylor


>>> ancient (Linux - June 20, 2020) (copy-paste formats from README file on github) - ARCHIVE (https://github.com/temisu/ancient)
ANC Cruncher (ByteKiller Clone)
Bytekiller
BK: ByteKiller (all versions)
BK: ByteKiller Pro
ID ACE! (ByteKiller Clone)
ID GR20 (ByteKiller Clone)
ID MD10 (ByteKiller Clone)
ID MD11 (ByteKiller Clone)
bzip2
both normal and randomized bitstreams
Compact (Unix)
Compress (Unix)
Supports both old and new formats
CrunchMania by Thomas Schwarz
CrM!: Crunch-Mania standard-mode
Crm!: Crunch-Mania standard-mode, sampled
CrM2: Crunch-Mania LZH-mode
Crm2: Crunch-Mania LZH-mode, sampled
ID 0x18051973 (CrunchMania CrM2 Clone)
ID CD³¹ (CrunchMania CrM2 Clone)
ID DCS! (CrunchMania CrM! Clone)
ID Iron (CrunchMania CrM2 Clone)
ID MSS! (CrunchMania CrM2 Clone)
ID mss! (CrunchMania Crm2 Clone)
Disk Masher System a.k.a. DMS
Supports all different compression methods (NONE,SIMPLE,QUICK,MEDIUM,DEEP,HEAVY1,HEAVY2)
Supports password bypassing
File Imploder
ID ATN! (Imploder Clone)
ID BDPI (Imploder Clone)
ID CHFI (Imploder Clone)
ID EDAM (Imploder Clone)
ID M.H. (Imploder Clone)
ID RDC9 (Imploder Clone)
ID FLT! (Imploder Clone) (verification missing)
ID Dupa (Imploder Clone) (verification missing)
ID PARA (Imploder Clone) (verification missing)
Freeze/Melt
Supports both old and new formats
gzip
JAM Packer
JEK: JAM Packer v1.x (ByteKiller Clone)
Supports JAMPacker ICE algorithm (handled by Pack-Ice)
LSD: JAMPacker V2 v2.x+
LZW: JAMPacker LZH v3.0 / v4.0
LZH: JAMPacker LZW v4.0
JEK Packer
JEK: Jek Packer v1.x - v2.x (ByteKiller Clone)
LOB's File Compressor (Also known as a Multipak)
Supports all original 6 modes and their combinations (BMC, HUF, LZW, LZB, MSP, MSS)
Does not support mode 8 (as defined by some game files)
Pack (Unix)
Supports both old and new formats
Pack-Ice
Supports all known versions (3 different formats) and picture mode.
ID SHE! (Pack-Ice Clone)
ID TMM! (Pack-Ice Clone)
ID TSM! (Pack-Ice Clone)
PowerPacker
PP 1.1 (verification missing)
PP 2.0
PX20: Supports bypassing password protected files.
ID CHFC (PowerPacker Clone)
ID DEN! (PowerPacker Clone)
ID DXS9 (PowerPacker Clone)
ID H.D. (PowerPacker Clone)
ID RVV! (PowerPacker Clone)
PowerPlayer Music Compressor (PMC)
Supports both 1.x and 2.x versions
Quasijarus Strong Compression
Rob Northen compressors.
RNC1: Supports both new and old format of RNC1
RNC2: Supports both new and old format of RNC2
ID ...1 (RNC1 Clone)
Turbo Packer by Wolfgang Mayerle.
MMCMP: Music Module Compressor
SCO Compress LZH
StoneCracker
SC: StoneCracker v2.69 - v2.81
SC: StoneCracker v2.92, v2.99
S300: StoneCracker v3.00
S310: StoneCracker v3.10, v3.11b
S400: StoneCracker pre v4.00
S401: StoneCracker v4.01
S403: StoneCracker v4.02a
S404: StoneCracker v4.10
ID 1AM (StoneCracker S300 Clone)
ID 2AM (StoneCracker S401 Clone)
ID AYS! (StoneCracker S404 Clone)
ID Z&G! (StoneCracker S403 Clone)
ID ZULU (StoneCracker S403 Clone)
Vice / Vic2 Huffman compressor with RLE
XPK-encapsulated files
ACCA: Andre's Code Compression Algorithm
ARTM: Arithmetic encoding compressor
BLZW: LZW-compressor
BZP2: Bzip2 backend for XPK
CBR0: RLE compressor
CBR1: RLE compressor
CRM2: CrunchMania backend for XPK
CRMS: CrunchMania backend for XPK, sampled
CYB2: xpkCybPrefs container
DLTA: Delta encoding
DUKE: NUKE with Delta encoding
ELZX: LZX-compressor
FAST: LZ77-compressor
FBR2: CyberYAFA compressor
FRHT: LZ77-compressor
FRLE: RLE compressor
GZIP: Deflate backend for XPK
HUFF: Huffman modeling compressor
HFMN: Huffman modeling compressor
ILZR: Incremental Lempel-Ziv-Renau compressor
IMPL: File Imploder backend for XPK
LHLB: LZRW-compressor
LIN1: Lino packer
LIN2: Lino packer
LIN3: Lino packer
LIN4: Lino packer
LZBS: CyberYAFA compressor
LZCB: LZ-compressor
LZW2: CyberYAFA compressor
LZW3: CyberYAFA compressor
LZW4: CyberYAFA compressor
LZW5: CyberYAFA compressor
MASH: LZRW-compressor
NONE: Null compressor
NUKE: LZ77-compressor
PPMQ: PPM compressor
PWPK: PowerPacker backend for XPK
RAKE: LZ77-compressor
RDCN: Ross Data Compression
RLEN: RLE compressor
SASC: LZ-compressor with arithmetic encoding
SDHC: Sample delta huffman compressor
SHR3: LZ-compressor with arithmetic encoding
SHRI: LZ-compressor with arithmetic encoding
SHSC: Context modeling compressor
SLZ3: CyberYAFA compressor
SLZX: LZX-compressor with delta encoding
SMPL: Huffman compressor with delta encoding
SQSH: Compressor for sampled sounds
TDCS: LZ77-compressor
ZENO: LZW-compressor


>>> deark (https://github.com/jsummers/deark  https://entropymine.com/deark/)
>>> formats: https://raw.githubusercontent.com/jsummers/deark/refs/heads/master/formats.txt
=== Image format modules ===

(Images that are not "extracted" will be converted to PNG, except as noted.)

* ACiDDraw COM file (module="aciddraw_com")
  Executable character graphics format made by ACiDDraw v1.2+.

* ADEX .IMG (module="adex") (experimental)

* Alias PIX, a.k.a. Vivid ray tracer bitmap (module="alias_pix")
  - Not all files can be autodetected. You may need "-m alias_pix".
  - Grayscale/matte images are not autodetected. Support is experimental.

* Alpha Microsystems BMP (module="alphabmp") (experimental)

* Amiga Workbench Icon (module="amigaicon")
  - Original format: Mostly supported, but the format is not portable, and
    there is not just one correct way to render the images.
  - NewIcons: Fully supported.
  - GlowIcons / OS3.5: Fully supported.

* AMOS Picture Bank (module="abk")
  Options
   -opt abk:allownopal - Try to decode images lacking a palette

* AMOS Sprite Bank (AmSp) / AMOS Icon Bank (AmIc) (module="abk")

* ANI (Windows Animated Cursor) (part of module "riff")
  - Extract individual CUR and ICO files.

* ANIM (Amiga IFF-ANIM) (module="anim")
  - Supports most common formats.
  - Extract the individual frames.
  Options
   -opt anim:includedups - Do not suppress duplicate frames.
   - Some options for ILBM may also apply to ANIM.

* Animatic Film (module="animatic")
  - Extract the individual frames.
  Options
   -opt atari:palbits=<n> (refer to readme.md)

* Animator PIC/CEL (module="animator_pic")
  Format used by the original Autodesk Animator.

* ANSI Art (module="ansiart")
  - Autodetection usually works, but not always. You may have to use
     "-m ansiart" or "-m ansi".
  - Supports only the most common escape codes, which is usually good enough.
  - Some features depend on the output format. "Blink" is not supported with
     image output, for example.
  Options
   -opt char:output=image - Output to a bitmap instead of HTML
   -opt char:width=<n> - Number of characters per row
   -opt ansiart:no24bitcolor - Disable support for 24-bit color definitions
   -opt ansiart:noblink - Disable blinking characters, enabling high-intensity
     background colors. This is usually unnecessary, as well-formed files will
     explicitly disable blink.
   -opt ansiart:vt100 - Use VT100 mode

* Apple II icons archive (module="apple2icons") (experimental)
  - Not autodetected. Use "-m apple2icons".

* Apple volume label image (module="applevol")

* ART - PFS: 1st Publisher clip art (module="fp_art")
  - Supports the common format, and the compressed hi-res format.
  - In some cases, you may have to use "-m fp_art".

* ArtWorx Data Format (ADF) (module="artworx_adf")

* AutoCAD Slide Library (.slb) (module="autocad_slb")
  - Extracts the component AutoCAD Slide (.sld) files.

* Award BIOS logo (EPA, AWBM) (module="awbm")
  - Supports version 1
  - Supports 4-bit and 8-bit version 2
  Options
   -opt awbm:rgb=0 - (v2) Assume BGR sample order (default for 4-bit)
   -opt awbm:rgb=1 - (v2) Assume RGB sample order (default for 8-bit)

* Binary Text (.BIN character graphics format) (module="bintext")
  - Must use "-m bintext", unless the file has a SAUCE record.
  Options
   -opt char:width=<n> - Number of characters per row

* BLD (MegaPaint BLD) (module="bld")

* BMG - Bert's Coloring Programs (module="berts_bmg")
  This format looks like PCX, but in most cases it must be interpreted in a
  special way.
  - Files are converted to standard PCX.
  - File must have extension ".bmg" or ".ibg" (or use "-m berts_bmg").
  - Only the distribution files are handled automatically. Otherwise, you must
    use the "defpal" option.
  Options
   -opt berts_bmg:defpal=<name> - The predefined palette to use, if it can't be
     determined.
     Options are "1", "2", "3" for standard palettes, "outline" to remove the
     coloring, "gray" for grayscale, "fail" (default) to give up and not write
     a file.
   -opt berts_bmg:forcepal=<name> - The palette to use, even if the correct
     palette is known.

* BMI (Zoner bitmap) (module="bmi") (experimental)

* BMP (Windows bitmap) (module="bmp")

* Bob ray tracer bitmap (module="bob")

* BPG (module="bpg") (experimental)
  - Extract Exif, XMP, ICC Profiles, thumbnails

* BSAVE/BLOAD image (module="bsave")
  Support (some) PC-style BSAVE files.
  Options
   -file2 <file.pal> - Use this palette file (BSAVE format)
   -opt palfile=<file.pal> - Use this palette file (BSAVE format)
   -opt bsave:width=<n>
   -opt bsave:height=<n>
   -opt bsave:fmt=char  - Character graphics
   -opt bsave:fmt=cga2  - 640x200 2-color
   -opt bsave:fmt=cga4  - 320x200 4-color
   -opt bsave:fmt=cga16 - Very low (160x100) resolution
   -opt bsave:fmt=mcga  - 320x200 256-color
   -opt bsave:fmt=wh2   - 2-color, header includes width & height
   -opt bsave:fmt=wh4   - 4-color, header includes width & height
   -opt bsave:fmt=wh16  - 16-color, 4-plane, header includes width & height
   -opt bsave:fmt=wh256 - 256-color, header includes width & height
   -opt bsave:fmt=b265  - Special
   -opt bsave:fmt=2col  - 2-color noninterlaced (experimental)
   -opt bsave:fmt=4col  - 4-color noninterlaced (experimental)

* Calamus Raster Graphic (module="crg") (experimental)

* Cardfile (module="cardfile")
  - Supports MGC and RRG formats.
  - Extracts bitmaps.
  - Extracts text (use -a).
  - Extracts OLE objects.
  Options
   -opt ole1:extractall - Extract unidentified OLE objects

* CD-I IFF-IMAG (module="cdi_imag") (experimental/incomplete)
  A format used on some CD-i discs.

* COKE (Atari Falcon) (*.tg1) (module="coke")

* ColoRIX (*.sc?, etc.) (module="colorix")
  - Supports most formats, including compressed files.

* Compface intermediate format (module="compfacei")
  This is an obscure text-based format related to X-Face, used by the Compface
  software.
  - Cannot be autodetected. You must use "-m compfacei".

* CompuServe RLE (module="cserve_rle")
  - Supports high resolution, medium resolution (experimental), and a
    nonstandard 4-color format (experimental).

* Corel CCX (module="corel_ccx")
  - Decompresses and converts to CMX format.

* CorelDRAW CDR, old "WL" format (module="cdr_wl") (experimental)
  - Extracts preview image.

* Corel Gallery BMF (module="corel_bmf") (experimental)
  - Extracts preview image.

* CorelMOSAIC CLB (module="corel_clb") (experimental)
  A thumbnail image library, companion to a CLH file.

* DIB (module="dib")
  - Adds a BMP file header to a raw Windows DIB file.

* DIV Games Studio .fpg (module="div_fpg") (experimental)
  - Supports "fpg" and "f16" formats.

* DIV Games Studio .map (module="div_map") (experimental)

* DCX (module="dcx")
  Multi-image PCX format.
  - Extracts individual PCX files.

* DEGAS and DEGAS Elite (module="degas")
  Options
   -opt atari:palbits=<n> (refer to readme.md)
   -opt atari:respectpal - Don't ignore a seemingly bad 2-color palette

* DEEP / IFF-DEEP (module="deep")
  - Supports most of the common image types.

* DeskMate Paint .PNT (module="deskmate_pnt")

* DGI (Digi-Pic) (module="dgi")

* DL animation (DL MAKER) (module="dlmaker")
  - Extracts all images and audio clips, in the order they appear in the file.
  - File extension must be ".dl".

* Doodle (Atari) (module="doodle")
  - Supports high resolution (640x400) only

* Dr. Halo .CUT (module="drhalocut")
  Options
   -file2 <file.pal> - Read the palette from this file.
   -opt drhalocut:pal=pc16 - Use standard 16-color palette if possible.

* Dr. Halo .PIC (module="drhalopic")
  - Most of the common image types are supported.
  Options
   -file2 <file.pal> - Read the palette from this file.

* DXP image (module="dxp_image")
  An image format possibly associated with software named Dexter, by Paul
  Burkey.

* EggPaint (*.trp) (module="eggpaint")

* Enhanced Windows Metafile (module="emf")
  - Extract BMP and other images from some records.

* EPOC MBM/Sketch/AIF (module="epocimage")
  - Supports most image types
  - Supports most compression schemes

* EPS (Encapsulated PostScript) (module="eps")
  - Extract EPS, TIFF, and WMF from "EPS DOS Binary" format.
  - Supports preview images in EPSI format (1-, 2-, 4-, 8-bit grayscale)

* Esm Software PIX (module="esm_pix")
  - Extract embedded JPEG file.

* Falcon True Color (module="ftc")

* farbfeld (module="farbfeld")

* FLI/FLC (Autodesk Animator) (module="fli")
  - Extract the (non-repeated) frames.

* FM Towns HEL (module="fmtowns_hel")
  This is a simple animation format.

* FM Towns ICN (module="fmtowns_icn")
  - A standard palette is used, which isn't ideal in all cases.

* GEM VDI Bit Image (GEM Raster) (module="gemras")
  - Supports original bilevel format
  - Supports paletted XIMG format
  - Supports some non-XIMG 16-color images
  Options
   -opt atari:palbits=<n> (refer to readme.md)

* GIF (module="gif")
  - Extract the image, or every frame from an animated or multi-image GIF.
  - Plain text extensions are supported.
  - Extract comments (use -a).
  Options
   -opt gif:raw - Extract the individual component images, instead of rendering
     the frame in full. Plain text extensions might be extracted as text files,
     instead of images of text.
   -opt gif:dumpplaintext - Extract plain text extensions to text files (in
     addition to rendering them to the image).
   -opt gif:dumpscreen - Save a copy of the "screen" after the last image in
     the file has been disposed of. Incompatible with gif:raw.

* GodPaint (Atari Falcon) (module="godpaint")

* GRABBER (module="grabber")
  Self-displaying DOS screen capture.
  - Most COM-based formats are supported (made by GRABBER up to v3.35).
  - Most EXE-based formats are supported, except some early ones. Supported
    versions are 3.70-3.98, 5.50-5.60, 6.30-6.60. Some modes are also supported
    for v3.60, 6.01-6.20.

* Graphic Workshop self-displaying picture (module="gws_exepic")
  - Supports the DOS EXE-based format.

* Graphic Workshop thumbnail (.thn) (module="gws_thn")

* GRASP GL animation (module="graspgl")
  - Extracts all files.

* GROB (HP calculator) (module="grob")
  - Supports binary and text encodings.
  - Some text GROB files can't be autodetected, and need "-m grob".
  Options
   -opt grob:planes=<n> - Treat image as grayscale. <n> should usually be 2.
   -opt grob:planeorder=l - For grayscale, assume the least-significant
     bitplane comes first.

* Hemera Photo-Object image (module="hpi")
  - Extracts the color components to a JPEG file, and the alpha component (if
   present) to a PNG file.

* Hemera thumbnails (module="hta")

* HP 100LX / HP 200LX .ICN icon format (module="hpicn")

* HR (TRS-80 High Resolution graphics file) (module="hr")

* HS2 (module="hs2")
  Obscure format associated with a program called "POSTERING"

* HSI Raw (module="hsiraw")

* ICA (Icon Manager Archive) (module="iconmgr_ica") (experimental)
  Related to Icon Manager by Impact Software and L. Gray.

* icns (Apple Icon) (module="icns")
  - Supports most icon types.
  - Embedded JP2 and PNG files are extracted as-is.
  Options
   -opt icns:getmasks - Only extract the transparency masks.

* ICO/CUR (Windows icon/cursor) (module="ico")
  - Supports most but not all formats.
  - PNG-formatted icons will be extracted as-is, not decoded.
  - Extract images of the (otherwise unused) masks for 32-bit images (use -a).

* ILBM and related IFF-based images (module="ilbm")
  - Supports ILBM, ACBM, PBM, RGBN, RGB8
  - Supports 1-8 bit paletted, 24-bit truecolor
  - Supports HAM6, HAM8, Halfbrite
  - Supports color-keyed and bitmask transparency
  - Extract thumbnails from TINY chunks
  - Extract text from ANNO chunks (use -a)
  Options
   -opt ilbm:trans=<0|1|auto> - Remove (0) or respect (1) transparency. The
     default, "auto", is to remove transparency only if it seems bad.
   -opt ilbm:fixpal=<0|1> - Don't/Do try to correct palettes that seem to have
     fewer than 8 bits of precision.
   -opt ilbm:allowspecial - Don't stop after certain errors.

* Image Gallery GAL (module="imggal_alch")
  Image catalog file from Image Gallery by Alchemy Mindworks.

* IndyPaint (*.tru) (module="indypaint")

* Inset PIX (module="insetpix") (experimental)
  - In rare cases, format detection may fail (need "-m insetpix").

* InShape IIM (module="iim")

* Jigsaw (.jig) (module="jigsaw_wk")
  A Windows 3.x program by Walter A. Kuhn.
  - Extract the main image.

* Jovian Logic VI bitmap (module="jovianvi") (experimental)

* JPEG and JPEG-LS (module="jpeg")
  - Extract ICC profiles.
  - Extract JFXX JPEG-formatted thumbnails (rare).
  - Extract JFIF uncompressed thumbnails (rare).
  - Extract XMP data, including "extended XMP".
  - Extract JPEG-HDR residual images.
  - Process Exif data (or extract it: use -a)
  - Process Photoshop-related data.
  - Extract Multi-Picture Format (MPF/MPO) thumbnails and other images.
  - Extract comments (use -a). Comment bytes are extracted as-is, or
     interpreted based on the "-inenc" option.
  - Extract Exif FPXR streams (use -a).

* JPEG 2000 (module="jpeg2000")
  - Extract JPEG 2000 codestream from JP2/JPX/JPM formats.
  - Extract XML data.
  - Extract GeoTIFF data.
  - Extract XMP data.
  - Extract Exif data (use -a) (nonstandard; partial support)
  - Process Photoshop-related data.

* JPEG 2000 codestream (module="j2c")
  - Extract comments (use -a).

* JPEG XR (HD Photo) (part of module "tiff")
  - Minimal support.

* Laughing Dog COM file (module="ldog_com")
  Executable character graphics format made by Laughing Dog Screen Maker.

* Lotus Manuscript graphics (.bit, .rle) (module="lotus_mscr") (experimental)
  - Not always autodetected. You may have to use "-m lotus_mscr".

* LSS16 (SYSLINUX image) (module="lss16")

* Lumena CEL (module="lumena_cel")
  - Single-image files only

* MacPaint (module="macpaint")
  - Can also decode brush patterns (use -a)
  Options
   -opt macpaint:macbinary=<0|1>

* Magic Desk or ToyBox icon (module="mdesk_icn")
  Options
   -opt mdesk_icn:pal=<1|2|3|4> - 1=Use ToyBox palette, 2=Use Magic Desk
     palette, 3=Prefer ToyBox palette, 4=Prefer Magic Desk palette (default)

* Mah Jongg tile set (.TIL) (module="mahj_na_til")
  Graphics used with Nels Anderson's Mah Jongg solitaire game.
  - Format is difficult to autodetect. In some cases, you must use
    "-m mahj_na_til". If the file extension is not ".til", you always need the
    -m option.
  Options
   -opt mahj_na_til:nf=<0|1> - A hint as to whether the file starts with a
     "name" field, and what to do about that. 0 means the name field is not
     present.
   -padpix - Reveal the top-left and bottom-right corner pixels.

* Mah Jongg -V-G-A- tile set (.tis) (module="mjvga")
  Graphics used with Mah Jongg -V-G-A- and Mah Jongg for Windows, by Ron
  Balewski.
  - Also supports the single-tile format with extension .icn or .til. This
    format uses a separate palette file usually named pal.cfg.
  Options
   -file2 <pal.cfg> - Read the palette from this file. Not expected to be used
    with TIS format, but allowed.

* Mindjongg tileset (.ipg) (module="mindjongg")
  - Extracts the embedded image files.

* MAKIchan graphics (module="makichan")
  - Supports most 16- and 256-color .MAG images
  - Supports most 16-color .MKI images
  - Does not support .MAX

* MegaPaint Symbol Library (.lib) (module="megapaint_lib") (experimental)

* MegaPaint Patterns (.pat) (module="megapaint_pat") (experimental)

* Microsoft Comic Chat (.avb, .bgb) (module="comicchat")
  Options
   -opt comicchat:tobmp - Write icons and backgrounds to BMP format
   -opt comicchat:applymasks=0 - Write masks to separate files

* MMFW Pictures (part of module="mmfw") (experimental/incomplete)
  See also the section on "MMFW resource file".
  Some picture formats are supported; others are not.
  Caution: These files can contain a huge number of images, and Deark's
  decoder is not well optimized. Expect it to be slow. You may have to use
  an option like "-maxfiles" or "-zip" to get everything.

* MMM (MacroMind Movie) (module="mmm") (experimental)
  - Can extract images, but cannot always get the colors right.
  - Audio conversion to WAV is attempted.
  Options
   -file2 <file.mmm> - File to read the palette from
   -opt mmm:palid=<id> - Use this palette
   -opt mmm:allowbad - Keep going after certain errors

* MRW (Minolta RAW) (module="mrw")
  - Process Exif data (or extract it: use -a)

* MSP (Microsoft Paint graphics) (module="msp")
  - Version 1 and 2

* MS Word for DOS Screen Capture (module="mswordscr")
  Supports the same options as the pcx module.

* NEOchrome (.NEO) (module="neochrome")
  Options
   -opt atari:palbits=<n> (refer to readme.md)

* NEOchrome Animation (module="neochrome_ani") (experimental)

* New Print Shop .POG format (module="newprintshop")
  Options
   -file2 <file.pnm> - Use this "name" file
   -opt namefile=<file.pnm> - Use this "name" file

* NIE/NII/NIA (module="nie") (experimental)
  The "Naive Image Formats" associated with the Wuffs project.

* NGG (Nokia Group Graphic) (module="ngg")

* NLM (Nokia Logo Manager bitmap) (module="nlm")

* NOL (Nokia Operator Logo) (module="nol")

* NPM (Nokia Picture Message) (module="npm")
